"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.400968236E2,1.132015337E1,-1.321531782E1,3.622587494E0,1.777395954E1
2.401067936E2,1.381418731E1,-1.133350841E1,4.678453138E0,1.847073652E1
2.401167646E2,1.704623343E1,-9.121217292E0,5.518473494E0,2.010532836E1
2.401267346E2,2.094343774E1,-6.163466404E0,7.153476028E0,2.297363972E1
2.401367046E2,2.412860322E1,-9.487019688E-1,8.259673335E0,2.552080979E1
2.401466746E2,2.583069261E1,4.160626643E0,8.928118258E0,2.764501384E1
2.401566446E2,2.513414889E1,5.689175938E0,8.172116543E0,2.703471199E1
2.401666146E2,2.220048152E1,3.915357581E0,6.260841841E0,2.339635752E1
2.401765856E2,1.850519559E1,1.365424842E0,4.098592948E0,1.900276593E1
2.401865556E2,1.507123927E1,-1.098431620E0,2.291576439E0,1.528398272E1
2.401965256E2,1.254715532E1,-3.342329863E0,1.392462952E0,1.305914349E1
2.402064956E2,1.082198229E1,-5.322873021E0,8.058153141E-1,1.208708469E1
2.402164656E2,9.257105414E0,-7.057058950E0,-1.034687833E-1,1.164073827E1
2.402264356E2,7.784910414E0,-8.171787345E0,-8.784832677E-1,1.132054201E1
2.402364066E2,6.053855084E0,-8.535722140E0,-1.771212984E0,1.061343061E1
2.402463766E2,4.540553573E0,-8.237165063E0,-2.505740068E0,9.733768454E0
2.402563466E2,3.470394410E0,-7.831623820E0,-2.802990877E0,9.013030949E0
2.402663166E2,2.044340374E0,-7.443869222E0,-2.884277115E0,8.240726366E0
2.402762866E2,2.906896484E-1,-6.339790946E0,-3.266045041E0,7.137541588E0
2.402862566E2,-1.675879249E0,-5.127725122E0,-3.633544006E0,6.504212345E0
2.402962276E2,-3.982269024E0,-4.314358129E0,-4.319496077E0,7.289046509E0
2.403061976E2,-5.011526914E0,-3.653540899E0,-4.362774829E0,7.582715036E0
2.403161676E2,-6.009779942E0,-3.334243748E0,-4.035620189E0,7.969997907E0
2.403261376E2,-5.557711819E0,-2.741568800E0,-3.641154742E0,7.187653860E0
2.403361076E2,-7.056164911E0,-2.498392749E0,-5.867719499E0,9.511128308E0
2.403460776E2,-8.300826623E0,-2.096021282E0,-8.153121863E0,1.182245423E1
2.403560486E2,-1.016739585E1,-2.112175238E0,-1.277828523E1,1.646577651E1
2.403660186E2,-1.105566509E1,-2.147666522E0,-1.414463686E1,1.808067903E1
2.403759886E2,-1.096916373E1,-1.776795759E0,-1.141860762E1,1.593311507E1
2.403859586E2,-1.019827851E1,-1.548719704E0,-7.818820172E0,1.294362260E1
2.403959286E2,-8.935130239E0,-1.650656553E0,-5.625931284E0,1.068701653E1
2.404058986E2,-8.085275450E0,-1.518277345E0,-4.752586769E0,9.500732930E0
2.404158696E2,-8.376369141E0,-8.718214618E-1,-4.597125092E0,9.594643910E0
2.404258396E2,-8.239094644E0,-2.682030477E-1,-4.680021361E0,9.479304477E0
2.404358096E2,-7.579287229E0,-8.734855793E-2,-3.826860557E0,8.491059203E0
2.404457796E2,-7.282048114E0,-1.612033501E-2,-3.283869985E0,7.988259302E0
2.404557496E2,-7.031762141E0,6.722865433E-2,-3.275096823E0,7.757348626E0
2.404657196E2,-6.684477292E0,1.949887083E-1,-3.260110994E0,7.439662691E0
2.404756896E2,-6.403389941E0,2.845626435E-1,-3.128667925E0,7.132527015E0
2.404856606E2,-6.462414075E0,2.700565785E-1,-2.968831654E0,7.116859393E0
2.404956306E2,-6.687499718E0,1.361544630E-1,-2.806921375E0,7.253964304E0
2.405056006E2,-6.141382055E0,5.751759857E-2,-2.667939784E0,6.696102188E0
2.405155706E2,-5.576617037E0,-2.992546499E-1,-2.477851773E0,6.109661229E0
2.405255406E2,-4.937802880E0,-1.175718655E0,-2.343092163E0,5.590553865E0
2.405355106E2,-3.925946889E0,-2.543201424E0,-2.139735212E0,5.143870064E0
2.405454816E2,-2.653685149E0,-4.112084813E0,-1.668745061E0,5.170686266E0
2.405554516E2,-8.449916589E-1,-5.945611428E0,-9.161072499E-1,6.074829928E0
2.405654216E2,1.098841510E0,-7.865374534E0,3.659679087E-1,7.950188786E0
2.405753916E2,2.860659626E0,-9.554359732E0,1.695686692E0,1.011654668E1
2.405853616E2,4.923240389E0,-1.106797465E1,2.629025102E0,1.239556904E1
2.405953316E2,7.365800123E0,-1.262283700E1,3.672683221E0,1.506916147E1
2.406053028E2,9.748289655E0,-1.374846812E1,4.492691774E0,1.744229934E1
2.406152728E2,1.221208063E1,-1.357277449E1,4.794749579E0,1.887709575E1
2.406252428E2,1.471855043E1,-1.165594844E1,4.729925008E0,1.936153536E1
2.406352128E2,1.655089825E1,-8.179978124E0,4.646492257E0,1.903770378E1
2.406451828E2,1.742354723E1,-4.190010071E0,4.775171932E0,1.854557763E1
2.406551528E2,1.777297918E1,-8.494887525E-1,4.974105903E0,1.847544721E1
2.406651238E2,1.780728129E1,1.798921039E0,5.154585477E0,1.862538953E1
2.406750938E2,1.758721314E1,3.508110706E0,5.069995562E0,1.863657055E1
2.406850638E2,1.758217869E1,4.467321290E0,4.857598962E0,1.877994235E1
2.406950338E2,1.752550279E1,4.841046664E0,4.570166212E0,1.874741049E1
2.407050038E2,1.671676855E1,3.970526646E0,4.014289839E0,1.764454464E1
2.407149738E2,1.525188199E1,1.835933914E0,3.426345581E0,1.573945366E1
2.407249448E2,1.373980605E1,-8.674823892E-1,2.751044506E0,1.403933908E1
2.407349148E2,1.175554056E1,-3.561428542E0,1.781757706E0,1.241173507E1
2.407448848E2,9.687474520E0,-6.006194429E0,7.892443049E-1,1.142560461E1
2.407548548E2,8.075574335E0,-8.127547311E0,6.799091198E-2,1.145759787E1
2.407648248E2,6.375902181E0,-9.415697690E0,-5.549889122E-1,1.138488051E1
2.407747948E2,4.284114575E0,-9.419549836E0,-1.948102367E0,1.052979865E1
2.407847658E2,2.419518195E0,-8.764247700E0,-3.315342039E0,9.677685616E0
2.407947358E2,4.919572431E-1,-7.861875560E0,-4.872395048E0,9.262361619E0
2.408047058E2,-1.067295781E0,-6.647452723E0,-6.086107156E0,9.075706491E0
2.408146758E2,-3.131982127E0,-5.406475341E0,-8.682413578E0,1.069689643E1
2.408246458E2,-4.802897090E0,-4.210788445E0,-1.026133722E1,1.208691860E1
2.408346158E2,-6.256944671E0,-3.017698005E0,-1.010854714E1,1.226534072E1
2.408445868E2,-7.648857985E0,-2.391394842E0,-1.005391309E1,1.285709789E1
2.408545568E2,-8.967543109E0,-2.096721778E0,-9.579482878E0,1.328832434E1
2.408645268E2,-9.726422238E0,-1.795024308E0,-8.923952701E0,1.332149893E1
2.408744968E2,-1.000085312E1,-1.589048243E0,-8.563574767E0,1.326186074E1
2.408844668E2,-9.804079109E0,-1.331068357E0,-7.885353885E0,1.265189772E1
2.408944368E2,-9.788157141E0,-1.048179041E0,-7.043418565E0,1.210439774E1
2.409044078E2,-9.428876145E0,-6.878066616E-1,-6.449846655E0,1.144453167E1
2.409143778E2,-8.880534786E0,-5.181695800E-1,-5.903483409E0,1.067630620E1
2.409243478E2,-8.341151361E0,-2.599123903E-1,-5.187335147E0,9.826026990E0
2.409343178E2,-7.867877727E0,9.445738345E-3,-4.596007690E0,9.111908462E0
2.409442878E2,-7.444122992E0,1.819586268E-1,-4.252381151E0,8.575011458E0
2.409542578E2,-7.083584259E0,3.087385413E-1,-4.096224533E0,8.188500526E0
2.409642288E2,-6.982102908E0,2.959173515E-1,-3.939368880E0,8.022216356E0
2.409741988E2,-6.887549338E0,1.288267323E-1,-3.771165243E0,7.853446345E0
2.409841688E2,-6.751298103E0,-2.606785217E-1,-3.623290329E0,7.666564562E0
2.409941388E2,-6.561807970E0,-1.049886281E0,-3.390929580E0,7.460428169E0
2.410041088E2,-6.280148177E0,-2.148890052E0,-2.927758765E0,7.254637204E0
2.410140788E2,-5.928936923E0,-3.312160569E0,-2.441566291E0,7.216920855E0
2.410240498E2,-5.054920270E0,-4.339080157E0,-1.945570961E0,6.940106765E0
2.410340198E2,-3.879974910E0,-5.223635831E0,-1.333589092E0,6.642216231E0
2.410439898E2,-2.439527952E0,-5.775519433E0,-8.752732193E-1,6.330404771E0
2.410539598E2,-3.621549028E-1,-6.848536715E0,-9.396756951E-1,6.922181861E0
2.410639298E2,2.042302034E0,-8.940186326E0,-8.953491227E-1,9.214096765E0
2.410738998E2,4.873665941E0,-1.087689583E1,-7.093621297E-1,1.193996136E1
2.410838708E2,8.257950161E0,-1.182913010E1,-6.008389767E-1,1.443894274E1
2.410938408E2,1.173114480E1,-1.153415445E1,-1.476150057E-1,1.645230280E1
2.411038108E2,1.388876855E1,-9.906956191E0,8.191808796E-1,1.707971692E1
2.411137808E2,1.456529257E1,-6.782218180E0,1.998536795E0,1.619074984E1
2.411237508E2,1.490527775E1,-2.925950806E0,3.293598583E0,1.554272449E1
2.411337208E2,1.509293128E1,9.067657381E-1,4.485317266E0,1.577139403E1
2.411436918E2,1.486331112E1,3.901786194E0,5.102623025E0,1.619193363E1
2.411536618E2,1.388118354E1,5.227305543E0,5.270661478E0,1.574140566E1
2.411636318E2,1.240741271E1,4.387064747E0,4.837380167E0,1.402107251E1
2.411736018E2,1.108404631E1,1.889588549E0,4.084934729E0,1.196299792E1
2.411835718E2,1.000079932E1,-9.311614913E-1,3.810209441E0,1.074247387E1
2.411935418E2,8.590081365E0,-3.479569861E0,3.315911558E0,9.843382231E0
2.412035128E2,6.625119283E0,-5.726442583E0,2.140465676E0,9.014762530E0
2.412134828E2,4.318089237E0,-7.348026341E0,8.515054572E-1,8.565304858E0
2.412234528E2,2.157926046E0,-7.868349012E0,-3.907863790E-1,8.168247976E0
2.412334228E2,4.523528820E-1,-7.362124563E0,-1.643184543E0,7.556821862E0
2.412433928E2,-1.055948675E0,-6.579022173E0,-2.983240655E0,7.300567455E0
2.412533628E2,-2.529966252E0,-5.848433043E0,-4.618799259E0,7.870082902E0
2.412633338E2,-4.064651030E0,-5.029972540E0,-6.291032184E0,9.022144850E0
2.412733038E2,-5.578997439E0,-4.122993086E0,-7.446823236E0,1.017739951E1
2.412832738E2,-6.729889693E0,-3.148561614E0,-7.683014495E0,1.068801044E1
2.412932438E2,-7.656766344E0,-2.265844012E0,-7.367411615E0,1.086456966E1
2.413032138E2,-8.406520309E0,-1.563823354E0,-6.877495050E0,1.097337985E1
2.413131838E2,-8.827836755E0,-9.814050074E-1,-6.718808634E0,1.113715615E1
2.413231548E2,-9.166675885E0,-4.957808836E-1,-6.858733674E0,1.145931818E1
2.413331248E2,-9.411930329E0,5.820757002E-2,-7.176985343E0,1.183625529E1
2.413430948E2,-9.334912559E0,6.592968075E-1,-7.299596193E0,1.186841899E1
2.413530648E2,-8.892924451E0,1.195506802E0,-7.284192873E0,1.155737027E1
2.413630348E2,-8.225202829E0,1.780166533E0,-7.300470936E0,1.114090797E1
2.413730048E2,-7.751109415E0,2.199762874E0,-7.260344419E0,1.084579434E1
2.413829758E2,-7.432423882E0,2.362316200E0,-7.205081799E0,1.061765823E1
2.413929458E2,-6.969027949E0,2.248126511E0,-7.002874557E0,1.013220980E1
2.414029158E2,-6.573449192E0,1.941668383E0,-6.549787264E0,9.480507560E0
2.414128858E2,-6.270395606E0,1.477907730E0,-6.134801599E0,8.895946435E0
2.414228558E2,-5.911068417E0,8.749172701E-1,-5.648989195E0,8.222973244E0
2.414328258E2,-5.765001462E0,2.400615317E-1,-5.108386041E0,7.706392109E0
2.414427958E2,-5.414233426E0,-3.777403638E-1,-4.456022131E0,7.022303369E0
2.414527668E2,-4.929496910E0,-1.066431855E0,-3.982894676E0,6.426559475E0
2.414627368E2,-4.333563893E0,-1.845336236E0,-3.755226318E0,6.023849811E0
2.414727068E2,-3.238952844E0,-2.898963274E0,-3.803437781E0,5.775893225E0
2.414826768E2,-1.408491340E0,-4.946815193E0,-3.272300100E0,6.096127980E0
2.414926468E2,2.108541048E-1,-7.353034481E0,-1.537023080E0,7.514919526E0
2.415026168E2,1.483517548E0,-8.604218763E0,4.586854166E-1,8.743214349E0
2.415125878E2,2.935315706E0,-9.253798814E0,1.269349827E0,9.790818136E0
2.415225578E2,4.393963877E0,-9.395644664E0,1.287243476E0,1.045189232E1
2.415325278E2,5.782596903E0,-8.991109142E0,1.250059716E0,1.076295126E1
2.415424978E2,7.394804651E0,-8.684374149E0,1.221885492E0,1.147146435E1
2.415524678E2,8.830817665E0,-8.145279577E0,1.430269733E0,1.209853675E1
2.415624388E2,1.003122005E1,-7.071081158E0,1.655614554E0,1.238412790E1
2.415724088E2,1.132869147E1,-5.722744803E0,1.969427309E0,1.284397534E1
2.415823788E2,1.239523647E1,-3.911908894E0,2.672677198E0,1.326981996E1
2.415923488E2,1.317862655E1,-1.940091535E0,3.348677015E0,1.373512980E1
2.416023188E2,1.352045360E1,-4.541930008E-1,3.955120110E0,1.409439364E1
2.416122886E2,1.327845606E1,5.298922241E-1,4.492662831E0,1.402790791E1
2.416222586E2,1.273171801E1,9.389026201E-1,4.426002818E0,1.351176089E1
2.416322296E2,1.199123480E1,4.330863065E-1,3.817264692E0,1.259161568E1
2.416421996E2,1.107098012E1,-4.443737715E-1,3.081606610E0,1.150045078E1
2.416521696E2,1.009122301E1,-1.187282985E0,2.124369460E0,1.038052832E1
2.416621396E2,9.160644482E0,-1.917821830E0,1.187869900E0,9.434324714E0
2.416721096E2,8.472637115E0,-2.583650708E0,5.310943385E-1,8.873719167E0
2.416820806E2,7.917926384E0,-3.128898305E0,6.801367957E-2,8.513999571E0
2.416920506E2,7.157096624E0,-3.586040642E0,-1.027753401E-1,8.005890477E0
2.417020206E2,5.916318047E0,-3.892265757E0,-2.380892293E-1,7.085847757E0
2.417119906E2,4.634449332E0,-4.147585598E0,-5.192274874E-1,6.241008259E0
2.417219606E2,3.239774378E0,-4.459905851E0,-7.941113810E-1,5.569336685E0
2.417319306E2,1.893454143E0,-4.714302125E0,-1.262926660E0,5.234959108E0
2.417419006E2,6.271191412E-1,-4.849155582E0,-1.740291153E0,5.190009786E0
2.417518716E2,-5.353991318E-1,-4.823571967E0,-2.327911768E0,5.382626864E0
2.417618416E2,-1.828662316E0,-4.684042491E0,-2.855606170E0,5.782624536E0
2.417718116E2,-2.841568467E0,-4.616645145E0,-3.692089838E0,6.558921490E0
2.417817816E2,-3.898577827E0,-4.362832424E0,-4.473554130E0,7.365181762E0
2.417917516E2,-5.284312388E0,-3.998030194E0,-5.038121805E0,8.324114017E0
2.418017216E2,-6.543192775E0,-3.854396558E0,-5.957641490E0,9.652110475E0
2.418116926E2,-7.753938298E0,-3.676576882E0,-6.692299697E0,1.088244696E1
2.418216626E2,-8.557741585E0,-3.434733996E0,-7.194315321E0,1.169574759E1
2.418316326E2,-8.471379379E0,-2.892207986E0,-6.873228922E0,1.128585005E1
2.418416026E2,-8.877031719E0,-2.582238606E0,-6.813840507E0,1.148468854E1
2.418515726E2,-9.337607540E0,-2.285791643E0,-6.979983877E0,1.188006452E1
2.418615426E2,-9.393443187E0,-2.019945644E0,-7.030634213E0,1.190574537E1
2.418715136E2,-9.469202052E0,-1.833265683E0,-6.911163318E0,1.186553113E1
2.418814836E2,-9.470090244E0,-1.715789127E0,-6.631417903E0,1.168769631E1
2.418914536E2,-9.307721837E0,-1.681023922E0,-6.322489035E0,1.137687984E1
2.419014236E2,-8.996260539E0,-1.681220680E0,-5.891090820E0,1.088412411E1
2.419113936E2,-8.612521809E0,-1.755750022E0,-5.408479766E0,1.032036063E1
2.419213636E2,-8.141184188E0,-1.900570497E0,-4.738208758E0,9.609457343E0
2.419313346E2,-7.673150827E0,-2.025066782E0,-4.063886799E0,8.915902366E0
2.419413046E2,-7.241409380E0,-2.101229104E0,-3.423590373E0,8.280950707E0
2.419512746E2,-6.745988832E0,-2.119963876E0,-2.759821469E0,7.590732948E0
2.419612446E2,-6.256317265E0,-2.271296687E0,-1.963025192E0,6.939291193E0
2.419712146E2,-5.571391965E0,-2.722035592E0,-1.137977509E0,6.304353972E0
2.419811846E2,-4.638683301E0,-3.694655011E0,-2.059091145E-1,5.933823133E0
2.419911556E2,-3.718552582E0,-4.960319338E0,7.156243515E-1,6.240554418E0
2.420011256E2,-2.544881914E0,-6.475239358E0,1.444720688E0,7.105798095E0
2.420110956E2,-7.393868512E-1,-8.331165487E0,2.289809995E0,8.671691940E0
2.420210656E2,1.327347774E0,-9.681376458E0,3.281304812E0,1.030814549E1
2.420310356E2,3.415871463E0,-1.032610449E1,4.001558404E0,1.158917950E1
2.420410056E2,6.016272690E0,-1.085779064E1,4.510351535E0,1.320721112E1
2.420509766E2,9.276664935E0,-1.095631622E1,5.098001386E0,1.523440172E1
2.420609466E2,1.294143307E1,-9.972110546E0,6.546806939E0,1.760069203E1
2.420709166E2,1.665616567E1,-7.442921973E0,8.299012232E0,2.004241867E1
2.420808866E2,1.906679727E1,-3.251550670E0,9.820107497E0,2.169216105E1
2.420908566E2,1.969997354E1,1.070974265E0,1.038843815E1,2.229698613E1
2.421008266E2,1.924624130E1,3.840799735E0,1.013539521E1,2.208836306E1
2.421107976E2,1.706096139E1,4.744916099E0,8.951965542E0,1.984258853E1
2.421207676E2,1.500912430E1,3.739730027E0,6.883877871E0,1.693065762E1
2.421307376E2,1.227194208E1,1.310397280E0,5.263745391E0,1.341732906E1
2.421407076E2,9.721932746E0,-9.757359856E-1,2.738827626E0,1.014737472E1
2.421506776E2,7.768643460E0,-2.904302074E0,-3.251870513E-1,8.300152912E0
2.421606476E2,6.413511472E0,-4.503884515E0,-2.871035510E0,8.346313559E0
2.421706186E2,5.263592779E0,-5.864263210E0,-5.902655443E0,9.845625080E0
2.421805886E2,4.249764522E0,-6.261476263E0,-7.944511920E0,1.097186644E1
2.421905586E2,2.750388156E0,-5.931214414E0,-7.920628967E0,1.027036040E1
2.422005286E2,5.782738405E-1,-5.234815707E0,-7.078666166E0,8.822993302E0
2.422104986E2,-1.329232916E0,-4.379458689E0,-7.191242609E0,8.524112201E0
2.422204686E2,-3.308230655E0,-3.529723184E0,-8.090119869E0,9.426206836E0
2.422304396E2,-4.652776260E0,-2.608775024E0,-8.697267260E0,1.020276883E1
2.422404096E2,-5.856300471E0,-1.856906853E0,-8.963341885E0,1.086673162E1
2.422503796E2,-6.487182881E0,-1.376098934E0,-8.485339022E0,1.076931606E1
2.422603496E2,-6.884581876E0,-9.991217785E-1,-7.764542223E0,1.042515361E1
2.422703196E2,-6.941600415E0,-7.020846120E-1,-7.199634533E0,1.002564095E1
2.422802896E2,-6.897072113E0,-4.477898611E-1,-6.563139966E0,9.531260447E0
2.422902606E2,-7.042805192E0,-2.115301160E-1,-6.137337536E0,9.344129815E0
2.423002306E2,-7.237785276E0,8.294216931E-2,-5.709285098E0,9.218912703E0
2.423102006E2,-7.483319802E0,4.065334424E-1,-5.293190215E0,9.175140726E0
2.423201706E2,-7.788030488E0,6.506076989E-1,-4.945489630E0,9.248490522E0
2.423301406E2,-8.121010124E0,6.745954625E-1,-4.741312753E0,9.427933554E0
2.423401106E2,-8.351547126E0,5.232494216E-1,-4.485296216E0,9.494209367E0
2.423500816E2,-8.481179897E0,4.417636476E-1,-4.079339528E0,9.421601698E0
2.423600516E2,-8.631208926E0,4.849761061E-1,-3.831785082E0,9.455979392E0
2.423700216E2,-8.612793705E0,5.175772570E-1,-3.653042716E0,9.369782426E0
2.423799916E2,-8.348144047E0,5.931457950E-1,-3.554270965E0,9.092643898E0
2.423899616E2,-7.983873621E0,5.641639245E-1,-3.517150793E0,8.742474972E0
2.423999316E2,-7.312460067E0,4.759288555E-1,-3.602880330E0,8.165741068E0
2.424099026E2,-6.530900173E0,2.512943253E-2,-3.428369887E0,7.376110672E0
2.424198726E2,-5.872044684E0,-7.746552095E-1,-3.329491131E0,6.794594223E0
2.424298426E2,-5.101938316E0,-1.721922272E0,-3.139370084E0,6.233011745E0
2.424398126E2,-4.112736193E0,-3.051082390E0,-3.124372853E0,5.998783916E0
2.424497826E2,-2.785445722E0,-4.906474668E0,-3.126124971E0,6.450182855E0
2.424597526E2,-1.058708560E0,-7.351504265E0,-2.648754777E0,7.885517145E0
2.424697236E2,1.109390472E0,-1.000598931E1,-1.670489286E0,1.020495487E1
2.424796936E2,3.808325468E0,-1.294990101E1,-1.403120891E-1,1.349899872E1
2.424896636E2,6.473827255E0,-1.499250652E1,1.752463302E0,1.642427528E1
2.424996336E2,8.444465815E0,-1.490618992E1,3.449226905E0,1.747571650E1
2.425096036E2,1.027460338E1,-1.295540909E1,4.015894607E0,1.701580174E1
2.425195736E2,1.199981150E1,-9.947444651E0,3.434370592E0,1.596064010E1
2.425295446E2,1.332204003E1,-6.808664551E0,2.405044144E0,1.515318122E1
2.425395146E2,1.458179224E1,-4.142485657E0,1.500219097E0,1.523284313E1
2.425494846E2,1.608014710E1,-1.806372145E0,4.770389494E-1,1.618831916E1
2.425594546E2,1.817607219E1,1.296128905E0,4.027211308E-1,1.822667646E1
2.425694246E2,2.069630868E1,5.509620810E0,1.442522427E0,2.146564663E1
2.425793946E2,2.254731964E1,9.897364419E0,2.544052487E0,2.475503279E1
2.425893656E2,2.285388448E1,1.210841768E1,2.778042562E0,2.601213822E1
2.425993356E2,2.132772845E1,1.082235417E1,1.727229058E0,2.397871287E1
2.426093055E2,1.854051511E1,6.376616126E0,2.852119768E-1,1.960850019E1
2.426192755E2,1.540844820E1,9.121434224E-1,-5.424286544E-1,1.544495097E1
2.426292455E2,1.236238682E1,-4.095026731E0,-1.000661058E0,1.306136188E1
2.426392155E2,1.000494383E1,-7.721522503E0,-9.969632057E-1,1.267733199E1
2.426491865E2,8.360575812E0,-9.482890384E0,-5.644154278E-1,1.265476206E1
2.426591565E2,6.922445521E0,-1.000459651E1,-2.179175778E-1,1.216797811E1
2.426691265E2,5.333751765E0,-9.919107875E0,-1.127869427E-1,1.126278517E1
2.426790965E2,3.542550221E0,-9.333503965E0,-5.171751148E-1,9.996570833E0
2.426890665E2,1.654035805E0,-8.130911214E0,-1.312916846E0,8.400672727E0
2.426990365E2,-1.822080106E-1,-6.663983971E0,-2.185225527E0,7.015489486E0
2.427090075E2,-1.781164214E0,-5.476932535E0,-2.915619945E0,6.455244040E0
2.427189775E2,-2.899051275E0,-4.439969185E0,-3.366979970E0,6.281272067E0
2.427289475E2,-3.892410184E0,-3.608990378E0,-3.649449018E0,6.441595045E0
2.427389175E2,-4.772346557E0,-3.120088598E0,-3.693508372E0,6.793544628E0
2.427488875E2,-5.543959168E0,-2.816273412E0,-3.614027462E0,7.192223140E0
2.427588575E2,-6.320531387E0,-2.637174951E0,-3.451740915E0,7.669310535E0
2.427688285E2,-7.050890722E0,-2.435762930E0,-3.359092076E0,8.181167435E0
2.427787985E2,-7.734978701E0,-2.255654070E0,-3.378978164E0,8.737011172E0
2.427887685E2,-8.397641897E0,-2.080377056E0,-3.432119706E0,9.307405858E0
2.427987385E2,-8.949320261E0,-1.841292156E0,-3.510002572E0,9.787788719E0
2.428087085E2,-9.400709522E0,-1.608662435E0,-3.652111547E0,1.021269079E1
2.428186785E2,-9.707488369E0,-1.407874020E0,-3.869527690E0,1.054469934E1
2.428286495E2,-9.899785166E0,-1.289102744E0,-4.078955074E0,1.078449844E1
2.428386195E2,-9.985465586E0,-1.280646355E0,-4.321307837E0,1.095551366E1
2.428485895E2,-9.998631177E0,-1.397129030E0,-4.511888768E0,1.105810722E1
2.428585595E2,-1.009215154E1,-1.556817221E0,-4.672119142E0,1.122959928E1
2.428685295E2,-1.021925481E1,-1.745132648E0,-4.786856423E0,1.141896016E1
2.428784995E2,-1.036855878E1,-1.964508046E0,-4.894697791E0,1.163290031E1
2.428884705E2,-1.036871783E1,-2.226806831E0,-4.839355064E0,1.165711523E1
2.428984405E2,-1.025030937E1,-2.482132812E0,-4.654493002E0,1.152797166E1
2.429084105E2,-9.984685568E0,-2.786004131E0,-4.481429160E0,1.129331538E1
2.429183805E2,-9.532193522E0,-3.146205771E0,-4.317933117E0,1.092729932E1
2.429283505E2,-9.002649207E0,-3.578298928E0,-4.184236531E0,1.055271298E1
2.429383205E2,-8.202258355E0,-4.357163841E0,-4.020817086E0,1.012071583E1
2.429482915E2,-7.192170562E0,-5.724166846E0,-3.670673241E0,9.897840447E0
2.429582615E2,-6.009619728E0,-7.464625669E0,-3.129199437E0,1.008107409E1
2.429682315E2,-4.256343809E0,-9.620419820E0,-2.694662436E0,1.085956471E1
2.429782015E2,-1.864650759E0,-1.235579116E1,-2.232213167E0,1.269351304E1
2.429881715E2,1.196176600E0,-1.541880596E1,-1.785712763E0,1.556788957E1
2.429981415E2,5.092778653E0,-1.796830425E1,-1.494956456E0,1.873582789E1
2.430081125E2,9.924689627E0,-1.885299850E1,-1.585875690E0,2.136469093E1
2.430180825E2,1.512797013E1,-1.673740688E1,-1.667474900E0,2.262248311E1
2.430280525E2,1.933086454E1,-1.202685019E1,-1.686120355E0,2.282915792E1
2.430380225E2,2.165345578E1,-7.020040228E0,-1.840656710E0,2.283727500E1
2.430479925E2,2.389263298E1,-1.537149965E0,-4.205171317E-2,2.394206568E1
2.430579625E2,2.496326986E1,4.858990599E0,1.613637539E0,2.548290521E1
2.430679335E2,2.336660343E1,1.087676485E1,6.936353123E-1,2.578339193E1
2.430779035E2,2.076491289E1,1.369728276E1,-1.687063365E0,2.493277652E1
2.430878735E2,1.780051255E1,1.276346722E1,-4.594573660E0,2.238022452E1
2.430978435E2,1.589500086E1,7.828867443E0,-4.836150205E0,1.836656110E1
2.431078135E2,1.331052453E1,1.729699361E0,-3.508937502E0,1.387352030E1
2.431177835E2,9.905048829E0,-2.059143770E0,-2.095252519E0,1.033151240E1
2.431277545E2,6.788670582E0,-4.765586007E0,-1.236821766E0,8.386094821E0
2.431377245E2,3.829894093E0,-7.382851773E0,-9.432202041E-1,8.370439261E0
2.431476945E2,1.474142123E0,-9.046458886E0,-7.499100852E-1,9.196405738E0
2.431576645E2,5.005275071E-2,-8.615965819E0,-6.812316138E-1,8.642999988E0
2.431676345E2,-1.269032323E0,-6.853691036E0,-1.143910021E0,7.063430752E0
2.431776045E2,-2.774298005E0,-4.990896767E0,-2.098161070E0,6.083425009E0
2.431875755E2,-4.136354266E0,-3.402055955E0,-3.350966200E0,6.317625013E0
2.431975455E2,-5.272181754E0,-2.015277958E0,-4.602268596E0,7.282727643E0
2.432075155E2,-6.166824460E0,-8.918649861E-1,-5.631070987E0,8.398458640E0
2.432174855E2,-6.946023248E0,-2.222117364E-2,-6.286199461E0,9.368246176E0
2.432274555E2,-7.709344507E0,5.851451960E-1,-6.676238565E0,1.021511375E1
2.432374255E2,-8.456423956E0,1.034649899E0,-6.758475561E0,1.087467693E1
2.432473965E2,-8.783200865E0,1.432014981E0,-6.342179534E0,1.092787837E1
2.432573665E2,-8.720416971E0,1.678431705E0,-5.766332288E0,1.058836121E1
2.432673365E2,-8.417197909E0,1.742225266E0,-5.168736323E0,1.002997531E1
2.432773065E2,-8.032920651E0,1.664382746E0,-4.519682814E0,9.366190092E0
2.432872765E2,-7.765036898E0,1.578459081E0,-3.720587997E0,8.753862356E0
2.432972465E2,-7.453232369E0,1.567456376E0,-3.039036541E0,8.200203371E0
2.433072175E2,-6.965373439E0,1.495033640E0,-2.598804937E0,7.583227534E0
2.433171875E2,-6.408642495E0,1.359994241E0,-2.191988709E0,6.908335361E0
2.433271575E2,-5.780592477E0,1.270044476E0,-1.710106072E0,6.160578312E0
2.433371275E2,-5.057969009E0,1.213023598E0,-1.338100219E0,5.370753107E0
2.433470975E2,-4.310110711E0,1.204145478E0,-1.026413292E0,4.591355456E0
2.433570675E2,-3.640129725E0,1.141826439E0,-8.959665886E-1,3.918809534E0
